# Type map: Nern et al. 2025 optic-lobe inventory -> MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# Source: Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0); Supplementary Tables 1, 5, 7 (MOESM4 zip), hashes in docs/audits/receptor_sources_nern2025.md.
# tier: exact = identical type name in both inventories; class = MaleCNS '<prefix>_unclear' bin whose Nern subtypes all carry one prediction;
#       unmatched = MaleCNS optic-lobe-superclass type with no Nern counterpart (evidence says why). No alias / fuzzy rows were needed: all 732 Nern names are MaleCNS names.
# nern_nt: Sup_Table_1 'predicted neurotransmitter' (EM synapse classifier trained on 59 optic-lobe types; 'unclear' = low confidence, not independently confirmed).
# fw_nt: Sup_Table_7 FlyWire prediction for the matched FlyWire type (Eckstein et al. 2024 classifier, female brain). validated_*: Sup_Table_5 experimental transmitter
#       (FISH / bulk RNA-seq / antibody); validated_in_training = yes means the type was classifier ground truth, so it is not an independent check of nern_nt.
# malecns_*: from cache/neurons.parquet (model nt after the AL-LN override; mode over the type's cells, share of cells with that mode, cells with nt = unknown);
# out_syn_W = sum |c.W| over the type's output edges (sign-0 edges are zero); out_syn_raw = uncapped MaleCNS synapse count on the model's node set.
# NT vocabulary: acetylcholine gaba glutamate histamine dopamine octopamine serotonin unclear; 'a+b' = source lists two.
source_name,malecns_type,tier,evidence,n_cells_malecns,nern_main_group,nern_n_cells_R,nern_n_cells_L,nern_nt,fw_nt,t7_matched_as,validated_nt,validated_method,validated_reference,validated_in_training,malecns_superclass,malecns_nt,malecns_nt_share,malecns_n_unknown_nt,out_syn_W,out_syn_raw
Nod2,Nod2,exact,"identical name; Sup_Table_1 row 560 (instance Nod2_R, 1 cells, VPN)",2,VPN,1,0,unclear,gaba,1-to-1,,,,,visual_projection,gaba,1.0,0,5963,5963.0
Nod3,Nod3,exact,"identical name; Sup_Table_1 row 561 (instance Nod3_R, 1 cells, VPN)",2,VPN,1,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5864,5864.0
Nod4,Nod4,exact,"identical name; Sup_Table_1 row 562 (instance Nod4_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,FISH (Long  et al),This study,no,visual_projection,acetylcholine,1.0,0,7603,7603.0
Nod5,Nod5,exact,"identical name; Sup_Table_1 row 563 (instance Nod5_R, 1 cells, VPN)",2,VPN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,5790,5790.0
OA-AL2i1,OA-AL2i1,exact,"identical name; Sup_Table_1 row 564 (instance OA-AL2i1_R, 1 cells, VCN)",2,VCN,1,0,octopamine,octopamine,1-to-1,octopamine,antibody staining of genetically marked cells,Busch et al 2009,yes,visual_centrifugal,octopamine,1.0,0,0,49845.0
OA-AL2i2,OA-AL2i2,exact,"identical name; Sup_Table_1 row 565 (instance OA-AL2i2_R, 2 cells, VCN)",4,VCN,2,0,octopamine,octopamine,1-to-1,octopamine,antibody staining of genetically marked cells,Busch et al 2009,yes,visual_centrifugal,octopamine,1.0,0,0,56142.0
OA-AL2i3,OA-AL2i3,exact,"identical name; Sup_Table_1 row 566 (instance OA-AL2i3_R, 2 cells, VCN)",4,VCN,2,0,octopamine,octopamine,1-to-1,octopamine,antibody staining of genetically marked cells,Busch et al 2009,yes,visual_centrifugal,octopamine,1.0,0,0,31642.0
OA-AL2i4,OA-AL2i4,exact,"identical name; Sup_Table_1 row 567 (instance OA-AL2i4_R, 1 cells, VCN)",2,VCN,1,0,octopamine,octopamine,1-to-1,octopamine,antibody staining of genetically marked cells,Busch et al 2009,yes,visual_centrifugal,octopamine,1.0,0,0,22713.0
OA-ASM1,OA-ASM1,exact,"identical name; Sup_Table_1 row 568 (instance OA-ASM1_R, 2 cells, VCN)",4,VCN,2,2,octopamine,dopamine,1-to-1,octopamine,antibody staining of genetically marked cells,Busch et al 2009,no,visual_centrifugal,octopamine,1.0,0,0,40967.0
OLVC1,OLVC1,exact,"identical name; Sup_Table_1 row 569 (instance OLVC1_R, 1 cells, VCN)",2,VCN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,12056,12056.0
OLVC5,OLVC5,exact,"identical name; Sup_Table_1 row 570 (instance OLVC5_R, 1 cells, VCN)",2,VCN,1,0,acetylcholine,acetylcholine,1-to-1,,,,,visual_centrifugal,acetylcholine,1.0,0,27249,27249.0
PLP_TBD1,PLP_TBD1,exact,"identical name; Sup_Table_1 row 571 (instance PLP_TBD1_R, 1 cells, other)",1,other,1,0,unclear,,unmatched,,,,,cb_intrinsic,glutamate,1.0,0,1437,1437.0
PLP021,PLP021,exact,"identical name; Sup_Table_1 row 572 (instance PLP021_R, 2 cells, other)",4,other,2,0,unclear,acetylcholine,1-to-1,,,,,cb_intrinsic,acetylcholine,1.0,0,4177,4177.0
PLP032,PLP032,exact,"identical name; Sup_Table_1 row 573 (instance PLP032_R, 1 cells, other)",2,other,1,0,unclear,acetylcholine,1-to-1,,,,,cb_intrinsic,acetylcholine,1.0,0,15257,15257.0
PLP036,PLP036,exact,"identical name; Sup_Table_1 row 574 (instance PLP036_R, 1 cells, other)",2,other,1,0,unclear,glutamate,1-to-1,,,,,cb_intrinsic,glutamate,1.0,0,2090,2090.0
PLP069,PLP069,exact,"identical name; Sup_Table_1 row 575 (instance PLP069_R, 2 cells, other)",4,other,2,0,unclear,glutamate,1-to-1,,,,,cb_intrinsic,glutamate,1.0,0,5075,5075.0
PLP080,PLP080,exact,"identical name; Sup_Table_1 row 576 (instance PLP080_R, 1 cells, other)",2,other,1,0,unclear,glutamate,1-to-1,,,,,cb_intrinsic,glutamate,1.0,0,6684,6684.0
PLP150,PLP150,exact,"identical name; Sup_Table_1 row 577 (instance PLP150_R, 6 cells, other)",11,other,6,0,unclear,acetylcholine,1-to-1,,,,,cb_intrinsic,acetylcholine,1.0,0,13424,13424.0
PLP211,PLP211,exact,"identical name; Sup_Table_1 row 578 (instance PLP211_R, 1 cells, other)",2,other,1,0,unclear,dopamine,1-to-1,,,,,cb_intrinsic,unknown,1.0,2,0,18178.0
PLP231,PLP231,exact,"identical name; Sup_Table_1 row 579 (instance PLP231_R, 2 cells, other)",4,other,2,0,unclear,acetylcholine,1-to-1,,,,,cb_intrinsic,acetylcholine,1.0,0,10041,10041.0
Pm1,Pm1,exact,"identical name; Sup_Table_1 row 580 (instance Pm1_R, 121 cells, ONIN)",246,ONIN,121,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,gaba,1.0,0,169388,169388.0
Pm2a,Pm2a,exact,"identical name; Sup_Table_1 row 581 (instance Pm2a_R, 109 cells, ONIN)",219,ONIN,109,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,358858,358858.0
Pm2b,Pm2b,exact,"identical name; Sup_Table_1 row 582 (instance Pm2b_R, 65 cells, ONIN)",124,ONIN,65,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,305145,305145.0
Pm3,Pm3,exact,"identical name; Sup_Table_1 row 583 (instance Pm3_R, 36 cells, ONIN)",69,ONIN,36,0,gaba,gaba,1-to-1,gaba,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,gaba,1.0,0,232585,232585.0
Pm4,Pm4,exact,"identical name; Sup_Table_1 row 584 (instance Pm4_R, 85 cells, ONIN)",168,ONIN,85,0,gaba,gaba,1-to-1,gaba,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,gaba,1.0,0,354340,354340.0
Pm5,Pm5,exact,"identical name; Sup_Table_1 row 585 (instance Pm5_R, 94 cells, ONIN)",182,ONIN,94,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,gaba,1.0,0,147555,147555.0
Pm6,Pm6,exact,"identical name; Sup_Table_1 row 586 (instance Pm6_R, 24 cells, ONIN)",50,ONIN,24,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,77713,77713.0
Pm7,Pm7,exact,"identical name; Sup_Table_1 row 587 (instance Pm7_R, 14 cells, ONIN)",28,ONIN,14,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,gaba,1.0,0,52909,52909.0
Pm8,Pm8,exact,"identical name; Sup_Table_1 row 588 (instance Pm8_R, 20 cells, ONIN)",39,ONIN,20,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,96271,96271.0
Pm9,Pm9,exact,"identical name; Sup_Table_1 row 589 (instance Pm9_R, 27 cells, ONIN)",54,ONIN,27,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,gaba,1.0,0,171451,171451.0
Pm10,Pm10,exact,"identical name; Sup_Table_1 row 590 (instance Pm10_R, 37 cells, ONIN)",74,ONIN,37,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,215303,215303.0
Pm11,Pm11,exact,"identical name; Sup_Table_1 row 591 (instance Pm11_R, 2 cells, ONIN)",4,ONIN,2,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,gaba,1.0,0,46100,46100.0
Pm12,Pm12,exact,"identical name; Sup_Table_1 row 592 (instance Pm12_R, 2 cells, ONIN)",4,ONIN,2,0,glutamate,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,79859,79859.0
Pm13,Pm13,exact,"identical name; Sup_Table_1 row 593 (instance Pm13_R, 1 cells, ONIN)",2,ONIN,1,0,glutamate,gaba,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,21568,21568.0
PS272,PS272,exact,"identical name; Sup_Table_1 row 594 (instance PS272_R, 2 cells, other)",4,other,2,0,unclear,acetylcholine,1-to-1,,,,,cb_intrinsic,acetylcholine,1.0,0,7642,7642.0
PVLP046,PVLP046,exact,"identical name; Sup_Table_1 row 595 (instance PVLP046_R, 5 cells, other)",14,other,5,6,gaba,gaba,1-to-1,,,,,visual_centrifugal,gaba,1.0,0,19255,19255.0
R1-R6,R1-R6,exact,"identical name; Sup_Table_1 row 596 (instance R1-R6_R, 2265 cells, ONIN)",3377,ONIN,2265,0,histamine,acetylcholine,1-to-1,histamine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_sensory,histamine,1.0,0,248839,248839.0
R7d,R7d,exact,"identical name; Sup_Table_1 row 597 (instance R7d_R, 42 cells, ONIN)",82,ONIN,42,0,histamine,glutamate,3-to-1,,,,,ol_sensory,histamine,1.0,0,16809,16809.0
R7p,R7p,exact,"identical name; Sup_Table_1 row 598 (instance R7p_R, 95 cells, ONIN)",332,ONIN,95,0,histamine,glutamate,3-to-1,histamine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_sensory,histamine,1.0,0,47957,47957.0
R7y,R7y,exact,"identical name; Sup_Table_1 row 599 (instance R7y_R, 244 cells, ONIN)",482,ONIN,244,0,histamine,glutamate,3-to-1,histamine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_sensory,histamine,1.0,0,62534,62534.0
R8d,R8d,exact,"identical name; Sup_Table_1 row 600 (instance R8d_R, 41 cells, ONIN)",76,ONIN,41,0,histamine,acetylcholine,3-to-1,,,,,ol_sensory,histamine,1.0,0,11972,11972.0
R8p,R8p,exact,"identical name; Sup_Table_1 row 601 (instance R8p_R, 95 cells, ONIN)",330,ONIN,95,0,histamine,acetylcholine,3-to-1,histamine+acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,no,ol_sensory,histamine,1.0,0,60298,60298.0
R8y,R8y,exact,"identical name; Sup_Table_1 row 602 (instance R8y_R, 245 cells, ONIN)",481,ONIN,245,0,histamine,acetylcholine,3-to-1,histamine+acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,no,ol_sensory,histamine,1.0,0,84125,84125.0
s-LNv,s-LNv,exact,"identical name; Sup_Table_1 row 603 (instance s-LNv_R, 4 cells, VPN)",8,VPN,4,0,unclear,acetylcholine,1-to-1,,,,,visual_projection,acetylcholine,1.0,0,982,982.0
SLP249,SLP249,exact,"identical name; Sup_Table_1 row 604 (instance SLP249_R, 2 cells, VPN)",4,VPN,2,0,unclear,glutamate,1-to-1,,,,,cb_intrinsic,glutamate,1.0,0,4255,4255.0
SLP250,SLP250,exact,"identical name; Sup_Table_1 row 605 (instance SLP250_R, 1 cells, VPN)",2,VPN,1,0,unclear,glutamate,1-to-1,,,,,visual_projection,glutamate,1.0,0,4498,4498.0
SLP359,SLP359,exact,"identical name; Sup_Table_1 row 606 (instance SLP359_R, 1 cells, other)",4,other,1,0,unclear,acetylcholine,1-to-1,,,,,cb_intrinsic,acetylcholine,1.0,0,3311,3311.0
SMP200,SMP200,exact,"identical name; Sup_Table_1 row 607 (instance SMP200_R, 1 cells, other)",2,other,1,0,unclear,glutamate,1-to-1,,,,,cb_intrinsic,glutamate,1.0,0,3363,3363.0
SMP217,SMP217,exact,"identical name; Sup_Table_1 row 608 (instance SMP217_R, 2 cells, VPN)",6,VPN,2,0,unclear,glutamate,1-to-1,,,,,cb_intrinsic,glutamate,1.0,0,1830,1830.0
SMP528,SMP528,exact,"identical name; Sup_Table_1 row 609 (instance SMP528_R, 1 cells, other)",2,other,1,0,unclear,glutamate,1-to-1,,,,,cb_intrinsic,glutamate,1.0,0,5116,5116.0
T1,T1,exact,"identical name; Sup_Table_1 row 610 (instance T1_R, 892 cells, ONCN)",1777,ONCN,892,0,unclear,acetylcholine,1-to-1,unclear,"RNASeq (bulk, TAPIN)",Davis et al 2020,no,ol_intrinsic,histamine,1.0,0,7372,7372.0
T2,T2,exact,"identical name; Sup_Table_1 row 611 (instance T2_R, 822 cells, ONCN)",1630,ONCN,822,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, FACS-sorted cells)",Konstantinides et al 2018,yes,ol_intrinsic,acetylcholine,1.0,0,684093,684093.0
T2a,T2a,exact,"identical name; Sup_Table_1 row 612 (instance T2a_R, 939 cells, ONCN)",1872,ONCN,939,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,0.999,1,798819,798819.0
T3,T3,exact,"identical name; Sup_Table_1 row 613 (instance T3_R, 976 cells, ONCN)",1940,ONCN,976,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, FACS-sorted cells)",Konstantinides et al 2018,yes,ol_intrinsic,acetylcholine,1.0,0,584470,584470.0
T4a,T4a,exact,"identical name; Sup_Table_1 row 614 (instance T4a_R, 849 cells, ONCN)",1684,ONCN,849,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,514588,514588.0
T4b,T4b,exact,"identical name; Sup_Table_1 row 615 (instance T4b_R, 846 cells, ONCN)",1690,ONCN,846,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,452934,452934.0
T4c,T4c,exact,"identical name; Sup_Table_1 row 616 (instance T4c_R, 883 cells, ONCN)",1778,ONCN,883,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,558128,558128.0
T4d,T4d,exact,"identical name; Sup_Table_1 row 617 (instance T4d_R, 859 cells, ONCN)",1709,ONCN,859,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,457982,457982.0
T5a,T5a,exact,"identical name; Sup_Table_1 row 618 (instance T5a_R, 838 cells, ONCN)",1664,ONCN,838,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,558400,558400.0
T5b,T5b,exact,"identical name; Sup_Table_1 row 619 (instance T5b_R, 852 cells, ONCN)",1715,ONCN,852,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,481902,481902.0
T5c,T5c,exact,"identical name; Sup_Table_1 row 620 (instance T5c_R, 858 cells, ONCN)",1720,ONCN,858,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,581444,581444.0
T5d,T5d,exact,"identical name; Sup_Table_1 row 621 (instance T5d_R, 808 cells, ONCN)",1620,ONCN,808,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,463223,463223.0
Tlp11,Tlp11,exact,"identical name; Sup_Table_1 row 622 (instance Tlp11_R, 32 cells, ONCN)",68,ONCN,32,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,61775,61775.0
Tlp12,Tlp12,exact,"identical name; Sup_Table_1 row 623 (instance Tlp12_R, 68 cells, ONCN)",139,ONCN,68,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,150050,150050.0
Tlp13,Tlp13,exact,"identical name; Sup_Table_1 row 624 (instance Tlp13_R, 58 cells, ONCN)",115,ONCN,58,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,144018,144018.0
Tlp14,Tlp14,exact,"identical name; Sup_Table_1 row 625 (instance Tlp14_R, 30 cells, ONCN)",58,ONCN,30,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,99964,99964.0
Tm1,Tm1,exact,"identical name; Sup_Table_1 row 626 (instance Tm1_R, 890 cells, ONCN)",1777,ONCN,890,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,1724891,1724891.0
Tm2,Tm2,exact,"identical name; Sup_Table_1 row 627 (instance Tm2_R, 883 cells, ONCN)",1766,ONCN,883,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,1167723,1167723.0
Tm3,Tm3,exact,"identical name; Sup_Table_1 row 628 (instance Tm3_R, 1037 cells, ONCN)",2054,ONCN,1037,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,1570534,1570534.0
Tm4,Tm4,exact,"identical name; Sup_Table_1 row 629 (instance Tm4_R, 833 cells, ONCN)",1670,ONCN,833,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,1146459,1146459.0
Tm5Y,Tm5Y,exact,"identical name; Sup_Table_1 row 630 (instance Tm5Y_R, 463 cells, ONCN)",898,ONCN,463,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,438245,438245.0
Tm5a,Tm5a,exact,"identical name; Sup_Table_1 row 631 (instance Tm5a_R, 307 cells, ONCN)",624,ONCN,307,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,209454,209454.0
Tm5b,Tm5b,exact,"identical name; Sup_Table_1 row 632 (instance Tm5b_R, 262 cells, ONCN)",522,ONCN,262,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,181655,181655.0
Tm5c,Tm5c,exact,"identical name; Sup_Table_1 row 633 (instance Tm5c_R, 374 cells, ONCN)",750,ONCN,374,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,332054,332054.0
Tm6,Tm6,exact,"identical name; Sup_Table_1 row 634 (instance Tm6_R, 770 cells, ONCN)",1526,ONCN,770,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,367913,367913.0
Tm9,Tm9,exact,"identical name; Sup_Table_1 row 635 (instance Tm9_R, 887 cells, ONCN)",1771,ONCN,887,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,360617,360617.0
Tm12,Tm12,exact,"identical name; Sup_Table_1 row 636 (instance Tm12_R, 494 cells, ONCN)",967,ONCN,494,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,282916,282916.0
Tm16,Tm16,exact,"identical name; Sup_Table_1 row 637 (instance Tm16_R, 197 cells, ONCN)",396,ONCN,197,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,266195,266195.0
Tm20,Tm20,exact,"identical name; Sup_Table_1 row 638 (instance Tm20_R, 876 cells, ONCN)",1762,ONCN,876,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,574407,574407.0
Tm23,Tm23,exact,"identical name; Sup_Table_1 row 639 (instance Tm23_R, 16 cells, ONIN)",33,ONIN,16,0,gaba,gaba,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,49088,49088.0
Tm24,Tm24,exact,"identical name; Sup_Table_1 row 640 (instance Tm24_R, 115 cells, ONIN)",245,ONIN,115,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,124956,124956.0
Tm26,Tm26,exact,"identical name; Sup_Table_1 row 641 (instance Tm26_R, 50 cells, ONCN)",103,ONCN,50,0,acetylcholine,,unmatched,,,,,ol_intrinsic,acetylcholine,1.0,0,40748,40748.0
Tm29,Tm29,exact,"identical name; Sup_Table_1 row 642 (instance Tm29_R, 276 cells, ONCN)",544,ONCN,276,0,glutamate,acetylcholine,1-to-1,glutamate,"RNASeq (bulk, TAPIN)",Davis et al 2020,no,ol_intrinsic,glutamate,1.0,0,159931,159931.0
Tm30,Tm30,exact,"identical name; Sup_Table_1 row 643 (instance Tm30_R, 61 cells, ONCN)",124,ONCN,61,0,gaba,gaba,1-to-1,gaba,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,gaba,1.0,0,43320,43320.0
Tm31,Tm31,exact,"identical name; Sup_Table_1 row 644 (instance Tm31_R, 55 cells, ONCN)",120,ONCN,55,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,gaba,1.0,0,83719,83719.0
Tm32,Tm32,exact,"identical name; Sup_Table_1 row 645 (instance Tm32_R, 59 cells, ONCN)",125,ONCN,59,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,77375,77375.0
Tm33,Tm33,exact,"identical name; Sup_Table_1 row 646 (instance Tm33_R, 139 cells, ONCN)",280,ONCN,139,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,72175,72175.0
Tm34,Tm34,exact,"identical name; Sup_Table_1 row 647 (instance Tm34_R, 88 cells, ONCN)",174,ONCN,88,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,58176,58176.0
Tm35,Tm35,exact,"identical name; Sup_Table_1 row 648 (instance Tm35_R, 43 cells, ONCN)",86,ONCN,43,0,glutamate,glutamate,1-to-1,,,,,ol_intrinsic,glutamate,1.0,0,45406,45406.0
Tm36,Tm36,exact,"identical name; Sup_Table_1 row 649 (instance Tm36_R, 77 cells, ONCN)",155,ONCN,77,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,59373,59373.0
Tm37,Tm37,exact,"identical name; Sup_Table_1 row 650 (instance Tm37_R, 268 cells, ONCN)",559,ONCN,268,0,glutamate,glutamate,1-to-1,glutamate,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,glutamate,1.0,0,292254,292254.0
Tm38,Tm38,exact,"identical name; Sup_Table_1 row 651 (instance Tm38_R, 116 cells, ONCN)",223,ONCN,116,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,146260,146260.0
Tm39,Tm39,exact,"identical name; Sup_Table_1 row 652 (instance Tm39_R, 200 cells, ONCN)",426,ONCN,200,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,184704,184704.0
Tm40,Tm40,exact,"identical name; Sup_Table_1 row 653 (instance Tm40_R, 83 cells, ONCN)",180,ONCN,83,0,acetylcholine,acetylcholine,3-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,53124,53124.0
TmY3,TmY3,exact,"identical name; Sup_Table_1 row 654 (instance TmY3_R, 409 cells, ONCN)",824,ONCN,409,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,acetylcholine,1.0,0,344805,344805.0
TmY4,TmY4,exact,"identical name; Sup_Table_1 row 655 (instance TmY4_R, 288 cells, ONCN)",562,ONCN,288,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,250235,250235.0
TmY5a,TmY5a,exact,"identical name; Sup_Table_1 row 656 (instance TmY5a_R, 678 cells, ONCN)",1364,ONCN,678,0,glutamate,glutamate,1-to-1,glutamate,"RNASeq (bulk, TAPIN)",Davis et al 2020,yes,ol_intrinsic,glutamate,1.0,0,712606,712606.0
TmY9a,TmY9a,exact,"identical name; Sup_Table_1 row 657 (instance TmY9a_R, 230 cells, ONCN)",471,ONCN,230,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,239253,239253.0
TmY9b,TmY9b,exact,"identical name; Sup_Table_1 row 658 (instance TmY9b_R, 266 cells, ONCN)",515,ONCN,266,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,240559,240559.0
TmY10,TmY10,exact,"identical name; Sup_Table_1 row 659 (instance TmY10_R, 278 cells, ONCN)",552,ONCN,278,0,acetylcholine,acetylcholine,1-to-1,,,,,ol_intrinsic,acetylcholine,1.0,0,295718,295718.0
TmY13,TmY13,exact,"identical name; Sup_Table_1 row 660 (instance TmY13_R, 211 cells, ONCN)",432,ONCN,211,0,acetylcholine,acetylcholine,1-to-1,acetylcholine,EASI-FISH (Eddison et al),This study,no,ol_intrinsic,acetylcholine,1.0,0,268481,268481.0
TmY14,TmY14,exact,"identical name; Sup_Table_1 row 661 (instance TmY14_R, 234 cells, ONCN)",477,ONCN,234,0,glutamate,glutamate,1-to-1,,,,,visual_projection,glutamate,0.438,91,106591,132799.0
TmY15,TmY15,exact,"identical name; Sup_Table_1 row 662 (instance TmY15_R, 110 cells, ONCN)",209,ONCN,110,0,gaba,gaba,1-to-1,gaba,antibody staining of genetically marked cells,Takemura et al 2017,yes,ol_intrinsic,gaba,1.0,0,310732,310732.0
